"STATIONID","STATIONNAME","YEAR","APR_1_DATE","APR_1_DEPTH","APR_1_SWE","APR_1_CODE","APR_1_STATION","lat","long","swe_anom","depth_anom"
"1C14","BRALORNE",1967,"1967-03-28",89,251,"","",50.7666666666667,-122.783333333333,64.5541958041958,77.0233196159122
"1C14","BRALORNE",1968,"1968-03-31",41,170,"","",50.7666666666667,-122.783333333333,11.451048951049,-18.4499314128944
"1C14","BRALORNE",1969,"1969-03-30",71,163,"","",50.7666666666667,-122.783333333333,6.8618881118881,41.2208504801097
"1C14","BRALORNE",1970,"1970-03-30",38,124,"","",50.7666666666667,-122.783333333333,-18.7062937062937,-24.4170096021948
"1C14","BRALORNE",1971,"1971-03-30",107,343,"","",50.7666666666667,-122.783333333333,124.868881118881,112.825788751715
"1C14","BRALORNE",1972,"1972-03-25",74,257,"","",50.7666666666667,-122.783333333333,68.4877622377623,47.1879286694101
"1C14","BRALORNE",1973,"1973-03-28",84,198,"","",50.7666666666667,-122.783333333333,29.8076923076923,67.0781893004115
"1C14","BRALORNE",1974,"1974-03-29",109,389,"","",50.7666666666667,-122.783333333333,155.026223776224,116.803840877915
"1C14","BRALORNE",1975,"1975-03-24",84,211,"","",50.7666666666667,-122.783333333333,38.3304195804196,67.0781893004115
"1C14","BRALORNE",1976,"1976-03-23",71,211,"","",50.7666666666667,-122.783333333333,38.3304195804196,41.2208504801097
"1C14","BRALORNE",1977,"1977-03-29",20,53,"","",50.7666666666667,-122.783333333333,-65.2534965034965,-60.2194787379973
"1C14","BRALORNE",1978,"1978-03-29",66,249,"","",50.7666666666667,-122.783333333333,63.243006993007,31.2757201646091
"1C14","BRALORNE",1979,"1979-03-30",0,0,"","",50.7666666666667,-122.783333333333,-100,-100
"1C14","BRALORNE",1980,"1980-03-26",44,111,"","",50.7666666666667,-122.783333333333,-27.229020979021,-12.482853223594
"1C14","BRALORNE",1981,"1981-03-30",0,0,"","",50.7666666666667,-122.783333333333,-100,-100
"1C14","BRALORNE",1982,"1982-03-29",80,224,"","",50.7666666666667,-122.783333333333,46.8531468531469,59.122085048011
"1C14","BRALORNE",1983,"1983-04-04",44,138,"","",50.7666666666667,-122.783333333333,-9.52797202797203,-12.482853223594
"1C14","BRALORNE",1984,"1984-03-31",17,50,"","",50.7666666666667,-122.783333333333,-67.2202797202797,-66.1865569272977
"1C14","BRALORNE",1985,"1985-03-31",71,208,"","",50.7666666666667,-122.783333333333,36.3636363636364,41.2208504801097
"1C14","BRALORNE",1986,"1986-03-31",55,196,"","",50.7666666666667,-122.783333333333,28.4965034965035,9.39643347050754
"1C14","BRALORNE",1987,"1987-03-31",65,214,"","",50.7666666666667,-122.783333333333,40.2972027972028,29.2866941015089
"1C14","BRALORNE",1988,"1988-03-31",46,130,"","",50.7666666666667,-122.783333333333,-14.7727272727273,-8.50480109739369
"1C14","BRALORNE",1989,"1989-03-31",80,194,"","",50.7666666666667,-122.783333333333,27.1853146853147,59.122085048011
"1C14","BRALORNE",1990,"1990-03-31",46,147,"","",50.7666666666667,-122.783333333333,-3.62762237762237,-8.50480109739369
"1C14","BRALORNE",1991,"1991-03-31",72,216,"","",50.7666666666667,-122.783333333333,41.6083916083916,43.2098765432099
"1C14","BRALORNE",1992,"1992-03-26",37,142,"","",50.7666666666667,-122.783333333333,-6.90559440559441,-26.4060356652949
"1C14","BRALORNE",1993,"1993-03-30",33,100,"","",50.7666666666667,-122.783333333333,-34.4405594405594,-34.3621399176955
"1C14","BRALORNE",1994,"1994-03-30",59,194,"","",50.7666666666667,-122.783333333333,27.1853146853147,17.3525377229081
"1C14","BRALORNE",1995,"1995-03-28",66,211,"","",50.7666666666667,-122.783333333333,38.3304195804196,31.2757201646091
"1C14","BRALORNE",1996,"1996-03-29",41,130,"","",50.7666666666667,-122.783333333333,-14.7727272727273,-18.4499314128944
"1C14","BRALORNE",1997,"1997-04-01",82,271,"","",50.7666666666667,-122.783333333333,77.6660839160839,63.1001371742113
"1C14","BRALORNE",1998,"1998-03-27",40,110,"","",50.7666666666667,-122.783333333333,-27.8846153846154,-20.4389574759945
"1C14","BRALORNE",1999,"1999-04-01",90,321,"","",50.7666666666667,-122.783333333333,110.445804195804,79.0123456790123
"1C14","BRALORNE",2000,"2000-03-29",47,116,"","",50.7666666666667,-122.783333333333,-23.9510489510489,-6.51577503429355
"1C14","BRALORNE",2001,"2001-03-29",44,103,"","",50.7666666666667,-122.783333333333,-32.4737762237762,-12.482853223594
"1C14","BRALORNE",2002,"2002-04-01",49,122,"","",50.7666666666667,-122.783333333333,-20.0174825174825,-2.53772290809328
"1C14","BRALORNE",2003,"2003-03-31",40,115,"","",50.7666666666667,-122.783333333333,-24.6066433566434,-20.4389574759945
"1C14","BRALORNE",2004,"2004-04-01",36,118,"","",50.7666666666667,-122.783333333333,-22.6398601398601,-28.3950617283951
"1C14","BRALORNE",2005,"2005-04-02",18,38,"","",50.7666666666667,-122.783333333333,-75.0874125874126,-64.1975308641975
"1C14","BRALORNE",2006,"2006-03-30",44,141,"","",50.7666666666667,-122.783333333333,-7.56118881118881,-12.482853223594
"1C14","BRALORNE",2007,"2007-03-27",64,247,"","",50.7666666666667,-122.783333333333,61.9318181818182,27.2976680384088
"1C14","BRALORNE",2008,"2008-04-02",47,127,"","",50.7666666666667,-122.783333333333,-16.7395104895105,-6.51577503429355
"1C14","BRALORNE",2009,"2009-04-06",45,104,"","",50.7666666666667,-122.783333333333,-31.8181818181818,-10.4938271604938
"1C14","BRALORNE",2010,"",NA,149,"E","3A25P",50.7666666666667,-122.783333333333,-2.31643356643356,NA
"1C14","BRALORNE",2011,"2011-04-03",70,200,"","",50.7666666666667,-122.783333333333,31.1188811188811,39.2318244170096
"1C14","BRALORNE",2012,"2012-04-04",70,204,"raw","",50.7666666666667,-122.783333333333,33.7412587412587,39.2318244170096
"1C14","BRALORNE",2013,"2013-03-26",48,151,"raw","",50.7666666666667,-122.783333333333,-1.00524475524475,-4.52674897119342
"1C14","BRALORNE",2014,"2014-03-31",60,163,"raw","",50.7666666666667,-122.783333333333,6.8618881118881,19.3415637860082
"1C17","MOUNT TIMOTHY",1961,"1961-04-03",109,305,"","",51.9,-121.25,3.1218302716105,10.1752021563342
"1C17","MOUNT TIMOTHY",1962,"1962-03-29",142,444,"","",51.9,-121.25,50.1183365265412,43.5309973045822
"1C17","MOUNT TIMOTHY",1963,"1963-04-03",112,305,"","",51.9,-121.25,3.1218302716105,13.2075471698113
"1C17","MOUNT TIMOTHY",1964,"1964-04-03",109,340,"","",51.9,-121.25,14.9554829257297,10.1752021563342
"1C17","MOUNT TIMOTHY",1965,"1965-04-02",124,417,"","",51.9,-121.25,40.9895187647921,25.3369272237197
"1C17","MOUNT TIMOTHY",1966,"1966-04-04",74,254,"","",51.9,-121.25,-14.121492167249,-25.2021563342318
"1C17","MOUNT TIMOTHY",1967,"1967-04-04",117,384,"","",51.9,-121.25,29.8320748337654,18.2614555256065
"1C17","MOUNT TIMOTHY",1968,"1968-04-02",142,320,"","",51.9,-121.25,8.19339569480446,43.5309973045822
"1C17","MOUNT TIMOTHY",1970,"1970-04-06",91,216,"","",51.9,-121.25,-26.969457906007,-8.0188679245283
"1C17","MOUNT TIMOTHY",1971,"1971-03-30",155,457,"","",51.9,-121.25,54.5136932266426,56.6711590296496
"1C17","MOUNT TIMOTHY",1972,"1972-03-29",130,462,"","",51.9,-121.25,56.204215034374,31.4016172506739
"1C17","MOUNT TIMOTHY",1973,"1973-04-02",112,340,"","",51.9,-121.25,14.9554829257297,13.2075471698113
"1C17","MOUNT TIMOTHY",1974,"1974-04-01",145,533,"","",51.9,-121.25,80.2096247041587,46.5633423180593
"1C17","MOUNT TIMOTHY",1975,"1975-04-01",130,450,"","",51.9,-121.25,52.1469626958188,31.4016172506739
"1C17","MOUNT TIMOTHY",1976,"1976-03-31",150,518,"","",51.9,-121.25,75.1380592809647,51.6172506738544
"1C17","MOUNT TIMOTHY",1977,"1977-04-05",91,262,"","",51.9,-121.25,-11.4166572748788,-8.0188679245283
"1C17","MOUNT TIMOTHY",1979,"1979-03-29",77,202,"","",51.9,-121.25,-31.7029189676547,-22.1698113207547
"1C17","MOUNT TIMOTHY",1980,"1980-03-30",91,247,"","",51.9,-121.25,-16.4882226980728,-8.0188679245283
"1C17","MOUNT TIMOTHY",1981,"1981-03-28",62,186,"","",51.9,-121.25,-37.1125887523949,-37.3315363881402
"1C17","MOUNT TIMOTHY",1982,"1982-03-30",122,353,"","",51.9,-121.25,19.3508396258312,23.3153638814016
"1C17","MOUNT TIMOTHY",1983,"1983-03-31",88,244,"","",51.9,-121.25,-17.5025357827116,-11.0512129380054
"1C17","MOUNT TIMOTHY",1984,"1984-03-30",118,303,"","",51.9,-121.25,2.44562154851797,19.2722371967655
"1C17","MOUNT TIMOTHY",1985,"1985-03-30",133,378,"","",51.9,-121.25,27.8034486644878,34.4339622641509
"1C17","MOUNT TIMOTHY",1986,"1986-03-27",93,256,"","",51.9,-121.25,-13.4452834441564,-5.99730458221025
"1C17","MOUNT TIMOTHY",1987,"1987-03-30",77,205,"","",51.9,-121.25,-30.6886058830159,-22.1698113207547
"1C17","MOUNT TIMOTHY",1988,"1988-03-30",84,209,"","",51.9,-121.25,-29.3361884368308,-15.0943396226415
"1C17","MOUNT TIMOTHY",1989,"1989-03-30",94,241,"","",51.9,-121.25,-18.5168488673504,-4.98652291105122
"1C17","MOUNT TIMOTHY",1990,"1990-03-30",98,309,"","",51.9,-121.25,4.47424771779557,-0.943396226415094
"1C17","MOUNT TIMOTHY",1991,"1991-03-27",118,376,"","",51.9,-121.25,27.1272399413953,19.2722371967655
"1C17","MOUNT TIMOTHY",1992,"1992-03-31",76,290,"","",51.9,-121.25,-1.94973515158345,-23.1805929919138
"1C17","MOUNT TIMOTHY",1993,"1993-03-30",98,295,"","",51.9,-121.25,-0.259213343852127,-0.943396226415094
"1C17","MOUNT TIMOTHY",1994,"1994-03-30",97,321,"","",51.9,-121.25,8.53150005635073,-1.95417789757413
"1C17","MOUNT TIMOTHY",1995,"1995-03-30",90,281,"","",51.9,-121.25,-4.99267440549983,-9.02964959568734
"1C17","MOUNT TIMOTHY",1996,"1996-03-30",104,341,"","",51.9,-121.25,15.293587287276,5.12129380053907
"1C17","MOUNT TIMOTHY",1997,"1997-04-02",130,430,"","",51.9,-121.25,45.3848754648935,31.4016172506739
"1C17","MOUNT TIMOTHY",1998,"1998-03-27",75,199,"","",51.9,-121.25,-32.7172320522935,-24.1913746630728
"1C17","MOUNT TIMOTHY",1999,"1999-03-27",135,507,"","",51.9,-121.25,71.4189113039558,36.455525606469
"1C17","MOUNT TIMOTHY",2000,"2000-03-26",108,283,"","",51.9,-121.25,-4.3164656824073,9.16442048517521
"1C17","MOUNT TIMOTHY",2001,"2001-03-26",75,203,"","",51.9,-121.25,-31.3648146061084,-24.1913746630728
"1C17","MOUNT TIMOTHY",2002,"2002-04-01",119,317,"","",51.9,-121.25,7.17908261016567,20.2830188679245
"1C17","MOUNT TIMOTHY",2003,"2003-04-01",68,191,"","",51.9,-121.25,-35.4220669446636,-31.266846361186
"1C17","MOUNT TIMOTHY",2004,"2004-03-29",102,310,"","",51.9,-121.25,4.81235207934183,3.09973045822103
"1C17","MOUNT TIMOTHY",2005,"2005-03-31",84,267,"","",51.9,-121.25,-9.72613546714752,-15.0943396226415
"1C17","MOUNT TIMOTHY",2006,"2006-04-03",83,248,"","",51.9,-121.25,-16.1501183365265,-16.1051212938005
"1C17","MOUNT TIMOTHY",2007,"2007-03-31",113,357,"","",51.9,-121.25,20.7032570720162,14.2183288409703
"1C17","MOUNT TIMOTHY",2008,"2008-03-26",122,364,"","",51.9,-121.25,23.0699876028401,23.3153638814016
"1C17","MOUNT TIMOTHY",2009,"2009-03-26",114,336,"","",51.9,-121.25,13.6030654795447,15.2291105121294
"1C17","MOUNT TIMOTHY",2010,"2010-03-27",88,273,"","",51.9,-121.25,-7.69750929786994,-11.0512129380054
"1C17","MOUNT TIMOTHY",2011,"2011-03-26",114,340,"","",51.9,-121.25,14.9554829257297,15.2291105121294
"1C17","MOUNT TIMOTHY",2012,"2012-03-26",114,353,"raw","",51.9,-121.25,19.3508396258312,15.2291105121294
"1C17","MOUNT TIMOTHY",2013,"2013-03-28",115,364,"raw","",51.9,-121.25,23.0699876028401,16.2398921832884
"1C17","MOUNT TIMOTHY",2014,"2014-03-26",121,346,"raw","",51.9,-121.25,16.9841090950073,22.3045822102426
"1C19","GNAWED MOUNTAIN",1967,"1967-03-31",69,193,"","",50.45,-121.05,82.7074786999053,66.131621187801
"1C19","GNAWED MOUNTAIN",1968,"1968-03-29",51,163,"","",50.45,-121.05,54.3073524771221,22.792937399679
"1C19","GNAWED MOUNTAIN",1969,"1969-03-31",56,135,"","",50.45,-121.05,27.8005680025244,34.8314606741573
"1C19","GNAWED MOUNTAIN",1970,"1970-03-31",48,122,"","",50.45,-121.05,15.4938466393184,15.569823434992
"1C19","GNAWED MOUNTAIN",1971,"1971-03-29",89,267,"","",50.45,-121.05,152.761123382771,114.285714285714
"1C19","GNAWED MOUNTAIN",1972,"1972-03-30",63,218,"","",50.45,-121.05,106.374250552225,51.685393258427
"1C19","GNAWED MOUNTAIN",1973,"1973-03-30",46,114,"","",50.45,-121.05,7.92047964657621,10.7544141252006
"1C19","GNAWED MOUNTAIN",1974,"1974-03-29",99,307,"","",50.45,-121.05,190.627958346482,138.362760834671
"1C19","GNAWED MOUNTAIN",1975,"1975-03-31",71,188,"","",50.45,-121.05,77.9741243294415,70.9470304975923
"1C19","GNAWED MOUNTAIN",1977,"1977-03-31",25,41,"","",50.45,-121.05,-61.1864941621963,-39.8073836276083
"1C19","GNAWED MOUNTAIN",1978,"1978-03-30",46,124,"","",50.45,-121.05,17.3871883875039,10.7544141252006
"1C19","GNAWED MOUNTAIN",1979,"1979-03-30",29,71,"","",50.45,-121.05,-32.7863679394131,-30.1765650080257
"1C19","GNAWED MOUNTAIN",1980,"1980-03-30",45,100,"","",50.45,-121.05,-5.33291259072263,8.34670947030498
"1C19","GNAWED MOUNTAIN",1981,"1981-03-31",39,103,"","",50.45,-121.05,-2.49289996844431,-6.09951845906902
"1C19","GNAWED MOUNTAIN",1982,"1982-03-29",60,154,"","",50.45,-121.05,45.7873146102872,44.46227929374
"1C19","GNAWED MOUNTAIN",1983,"1983-03-29",43,102,"","",50.45,-121.05,-3.43957084253709,3.53130016051364
"1C19","GNAWED MOUNTAIN",1984,"1984-03-30",34,84,"","",50.45,-121.05,-20.479646576207,-18.1380417335474
"1C19","GNAWED MOUNTAIN",1985,"1985-03-29",49,147,"","",50.45,-121.05,39.1606184916377,17.9775280898876
"1C19","GNAWED MOUNTAIN",1986,"1986-04-01",38,112,"","",50.45,-121.05,6.02713789839064,-8.50722311396468
"1C19","GNAWED MOUNTAIN",1987,"1987-03-31",33,92,"","",50.45,-121.05,-12.9062795834648,-20.545746388443
"1C19","GNAWED MOUNTAIN",1988,"1988-03-25",41,102,"","",50.45,-121.05,-3.43957084253709,-1.28410914927768
"1C19","GNAWED MOUNTAIN",1989,"1989-03-29",55,130,"","",50.45,-121.05,23.0672136320606,32.4237560192616
"1C19","GNAWED MOUNTAIN",1990,"1990-03-28",34,95,"","",50.45,-121.05,-10.0662669611865,-18.1380417335474
"1C19","GNAWED MOUNTAIN",1991,"1991-03-27",53,126,"","",50.45,-121.05,19.2805301356895,27.6083467094703
"1C19","GNAWED MOUNTAIN",1992,"1992-03-30",12,37,"","",50.45,-121.05,-64.9731776585674,-71.107544141252
"1C19","GNAWED MOUNTAIN",1993,"1993-03-31",37,97,"","",50.45,-121.05,-8.17292521300095,-10.9149277688604
"1C19","GNAWED MOUNTAIN",1994,"1994-03-29",30,88,"","",50.45,-121.05,-16.6929630798359,-27.76886035313
"1C19","GNAWED MOUNTAIN",1995,"1995-03-29",45,122,"","",50.45,-121.05,15.4938466393184,8.34670947030498
"1C19","GNAWED MOUNTAIN",1996,"1996-03-29",17,53,"","",50.45,-121.05,-49.826443673083,-59.0690208667737
"1C19","GNAWED MOUNTAIN",1997,"1997-03-27",69,185,"","",50.45,-121.05,75.1341117071631,66.131621187801
"1C19","GNAWED MOUNTAIN",1998,"1998-03-31",37,111,"","",50.45,-121.05,5.08046702429787,-10.9149277688604
"1C19","GNAWED MOUNTAIN",1999,"1999-03-30",64,182,"","",50.45,-121.05,72.2940990848848,54.0930979133226
"1C19","GNAWED MOUNTAIN",2000,"2000-03-31",32,64,"","",50.45,-121.05,-39.4130640580625,-22.9534510433387
"1C19","GNAWED MOUNTAIN",2001,"2001-03-30",34,76,"","",50.45,-121.05,-28.0530135689492,-18.1380417335474
"1C19","GNAWED MOUNTAIN",2002,"2002-04-02",55,120,"","",50.45,-121.05,13.6005048911328,32.4237560192616
"1C19","GNAWED MOUNTAIN",2003,"2003-03-27",37,98,"","",50.45,-121.05,-7.22625433890818,-10.9149277688604
"1C19","GNAWED MOUNTAIN",2004,"2004-03-31",42,120,"","",50.45,-121.05,13.6005048911328,1.12359550561798
"1C19","GNAWED MOUNTAIN",2005,"2005-04-01",14,21,"","",50.45,-121.05,-80.1199116440518,-66.2921348314607
"1C19","GNAWED MOUNTAIN",2006,"2006-03-31",37,86,"","",50.45,-121.05,-18.5863048280215,-10.9149277688604
"1C19","GNAWED MOUNTAIN",2007,"2007-03-30",38,134,"","",50.45,-121.05,26.8538971284317,-8.50722311396468
"1C19","GNAWED MOUNTAIN",2008,"2008-04-01",50,112,"","",50.45,-121.05,6.02713789839064,20.3852327447833
"1C19","GNAWED MOUNTAIN",2009,"2009-04-02",57,84,"","",50.45,-121.05,-20.479646576207,37.239165329053
"1C19","GNAWED MOUNTAIN",2010,"2010-03-31",60,132,"","",50.45,-121.05,24.9605553802461,44.46227929374
"1C19","GNAWED MOUNTAIN",2011,"2011-03-30",69,120,"","",50.45,-121.05,13.6005048911328,66.131621187801
"1C19","GNAWED MOUNTAIN",2012,"2012-04-05",73,195,"raw","",50.45,-121.05,84.6008204480909,75.7624398073836
"1C19","GNAWED MOUNTAIN",2013,"2013-03-27",57,146,"raw","",50.45,-121.05,38.213947617545,37.239165329053
"1C19","GNAWED MOUNTAIN",2014,"2014-03-28",55,135,"raw","",50.45,-121.05,27.8005680025244,32.4237560192616
"1C21","BIG CREEK",1970,"1970-03-31",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1971,"1971-04-01",25,43,"","",51.7166666666667,-123.033333333333,201.401869158878,403.355704697987
"1C21","BIG CREEK",1972,"1972-03-28",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1974,"1974-04-01",15,38,"","",51.7166666666667,-123.033333333333,166.355140186916,202.013422818792
"1C21","BIG CREEK",1975,"1975-04-01",33,91,"","",51.7166666666667,-123.033333333333,537.85046728972,564.429530201342
"1C21","BIG CREEK",1976,"1976-03-30",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1977,"1977-04-01",8,13,"","",51.7166666666667,-123.033333333333,-8.8785046728972,61.0738255033557
"1C21","BIG CREEK",1978,"1978-03-26",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1979,"1979-03-30",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1980,"1980-03-24",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1981,"1981-03-30",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1982,"1982-03-27",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1983,"1983-03-25",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1984,"1984-04-01",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1985,"1985-03-31",18,59,"","",51.7166666666667,-123.033333333333,313.551401869159,262.41610738255
"1C21","BIG CREEK",1986,"1986-04-01",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1987,"1987-04-01",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1988,"1988-04-01",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1989,"1989-03-31",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1990,"1990-03-30",4,10,"","",51.7166666666667,-123.033333333333,-29.9065420560748,-19.4630872483222
"1C21","BIG CREEK",1991,"1991-03-28",39,119,"","",51.7166666666667,-123.033333333333,734.11214953271,685.234899328859
"1C21","BIG CREEK",1992,"1992-03-29",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1993,"1993-03-31",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1994,"1994-03-29",6,18,"","",51.7166666666667,-123.033333333333,26.1682242990654,20.8053691275168
"1C21","BIG CREEK",1995,"1995-03-31",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1996,"1996-03-29",14,35,"","",51.7166666666667,-123.033333333333,145.327102803738,181.879194630872
"1C21","BIG CREEK",1997,"1997-03-28",1,3,"","",51.7166666666667,-123.033333333333,-78.9719626168224,-79.8657718120805
"1C21","BIG CREEK",1998,"1998-03-28",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",1999,"1999-03-30",10,26,"","",51.7166666666667,-123.033333333333,82.2429906542056,101.342281879195
"1C21","BIG CREEK",2000,"2000-03-31",6,19,"","",51.7166666666667,-123.033333333333,33.1775700934579,20.8053691275168
"1C21","BIG CREEK",2001,"2001-03-31",15,44,"","",51.7166666666667,-123.033333333333,208.411214953271,202.013422818792
"1C21","BIG CREEK",2002,"2002-03-31",14,41,"","",51.7166666666667,-123.033333333333,187.383177570093,181.879194630872
"1C21","BIG CREEK",2003,"2003-03-30",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",2004,"2004-03-29",8,20,"","",51.7166666666667,-123.033333333333,40.1869158878505,61.0738255033557
"1C21","BIG CREEK",2005,"2005-03-30",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",2006,"2006-03-31",1,2,"","",51.7166666666667,-123.033333333333,-85.981308411215,-79.8657718120805
"1C21","BIG CREEK",2007,"2007-03-28",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",2008,"2008-03-30",1,4,"","",51.7166666666667,-123.033333333333,-71.9626168224299,-79.8657718120805
"1C21","BIG CREEK",2009,"2009-03-31",12,28,"","",51.7166666666667,-123.033333333333,96.2616822429907,141.610738255034
"1C21","BIG CREEK",2010,"2010-03-26",0,0,"","",51.7166666666667,-123.033333333333,-100,-100
"1C21","BIG CREEK",2011,"2011-03-27",15,30,"","",51.7166666666667,-123.033333333333,110.280373831776,202.013422818792
"1C21","BIG CREEK",2012,"2012-03-29",2,10,"raw","",51.7166666666667,-123.033333333333,-29.9065420560748,-59.7315436241611
"1C21","BIG CREEK",2013,"2013-03-31",2,6,"raw","",51.7166666666667,-123.033333333333,-57.9439252336449,-59.7315436241611
"1C21","BIG CREEK",2014,"2014-04-01",14,48,"raw","",51.7166666666667,-123.033333333333,236.448598130841,181.879194630872
"1C22","PUNTZI MOUNTAIN",1970,"1970-03-31",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1971,"1971-03-23",36,104,"","",52.1166666666667,-124.083333333333,451.236749116608,503.351955307263
"1C22","PUNTZI MOUNTAIN",1972,"1972-04-01",15,58,"","",52.1166666666667,-124.083333333333,207.420494699647,151.396648044693
"1C22","PUNTZI MOUNTAIN",1973,"1973-04-01",15,46,"","",52.1166666666667,-124.083333333333,143.816254416961,151.396648044693
"1C22","PUNTZI MOUNTAIN",1974,"1974-04-01",13,41,"","",52.1166666666667,-124.083333333333,117.314487632509,117.877094972067
"1C22","PUNTZI MOUNTAIN",1975,"1975-04-01",30,91,"","",52.1166666666667,-124.083333333333,382.332155477032,402.793296089385
"1C22","PUNTZI MOUNTAIN",1976,"1976-04-01",23,74,"","",52.1166666666667,-124.083333333333,292.226148409894,285.474860335196
"1C22","PUNTZI MOUNTAIN",1977,"1977-04-01",20,61,"","",52.1166666666667,-124.083333333333,223.321554770318,235.195530726257
"1C22","PUNTZI MOUNTAIN",1978,"1978-04-01",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1979,"1979-03-30",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1980,"1980-03-27",7,20,"","",52.1166666666667,-124.083333333333,6.00706713780919,17.3184357541899
"1C22","PUNTZI MOUNTAIN",1981,"1981-03-30",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1982,"1982-03-25",21,74,"","",52.1166666666667,-124.083333333333,292.226148409894,251.95530726257
"1C22","PUNTZI MOUNTAIN",1983,"1983-04-01",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1984,"1984-03-30",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1985,"1985-03-30",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1986,"1986-04-01",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1987,"1987-04-01",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1988,"1988-04-03",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1989,"1989-04-01",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1990,"1990-03-28",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1991,"1991-03-25",39,120,"","",52.1166666666667,-124.083333333333,536.042402826855,553.631284916201
"1C22","PUNTZI MOUNTAIN",1992,"1992-03-29",4,12,"","",52.1166666666667,-124.083333333333,-36.3957597173145,-32.9608938547486
"1C22","PUNTZI MOUNTAIN",1993,"1993-03-29",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1994,"1994-03-28",4,6,"","",52.1166666666667,-124.083333333333,-68.1978798586572,-32.9608938547486
"1C22","PUNTZI MOUNTAIN",1995,"1995-03-27",2,6,"","",52.1166666666667,-124.083333333333,-68.1978798586572,-66.4804469273743
"1C22","PUNTZI MOUNTAIN",1996,"1996-03-28",27,84,"","",52.1166666666667,-124.083333333333,345.229681978799,352.513966480447
"1C22","PUNTZI MOUNTAIN",1997,"1997-03-28",16,52,"","",52.1166666666667,-124.083333333333,175.618374558304,168.156424581006
"1C22","PUNTZI MOUNTAIN",1998,"1998-03-30",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",1999,"1999-03-29",14,46,"","",52.1166666666667,-124.083333333333,143.816254416961,134.63687150838
"1C22","PUNTZI MOUNTAIN",2000,"2000-03-30",7,24,"","",52.1166666666667,-124.083333333333,27.208480565371,17.3184357541899
"1C22","PUNTZI MOUNTAIN",2001,"2001-03-31",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
"1C22","PUNTZI MOUNTAIN",2002,"2002-03-29",12,38,"","",52.1166666666667,-124.083333333333,101.413427561837,101.117318435754
"1C22","PUNTZI MOUNTAIN",2003,"2003-03-29",0,0,"","",52.1166666666667,-124.083333333333,-100,-100
